"season","genotype","max_height_cm","min_height_cm","max_growth_cm_gdd","r2","method","method_type"
"season_4","PI329338",356.676622178018,3.73111195737754,0.372364924106161,0.989339488792551,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329394",316.187532085095,10.2548559898495,0.298597473121206,0.954917936848922,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329403",367.431278903998,15.1395696932049,0.282150737009562,0.987966104610287,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329435",328.988407759933,13.4661417229336,0.211617834808482,0.98840139266414,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329465",315.37762568856,7.4473894870804,0.287383395213193,0.985110009617588,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329471",303.619463112435,8.33137894053598,0.286189326147456,0.98581513860387,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329478",280.72073824233,8.52723651918877,0.224428141414903,0.978366300161062,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329480",255.12416639157,7.96004417291944,0.226249284312094,0.945641194755191,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329501",351.191317045523,11.3791420933991,0.233934527564069,0.980854219391241,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329506",341.617840546192,11.3455859390854,0.266659655129793,0.97830891724796,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329517",332.172049867357,8.23767416354397,0.257861413875473,0.991656815016746,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329518",147.412458761505,0.998787062850033,0.275791266721752,0.98506608638537,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329546",297.945326934463,10.382253700125,0.245411672420013,0.990746694531994,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329570",278.335023583583,8.29487642534509,0.236427474101926,0.963865822766017,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329584",337.403278491079,8.19403346360654,0.301734503367321,0.989038640127652,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329585",291.324532552749,6.49840212255776,0.26382949373753,0.981078425845008,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329614",280.945641024228,5.03048725899329,0.271438365112517,0.967883029518792,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329644",317.219826258456,9.30584981431533,0.269909415976872,0.990697451604625,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329646",372.161869585087,10.7042960754275,0.276855810710779,0.991177100901347,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329673",310.801978374452,4.75927198125627,0.342675001435576,0.990555555745013,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329702",347.153959671615,7.40067832326351,0.333805755129391,0.999826006936294,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329710",331.554213659996,7.40903414927845,0.334505999826591,0.991013351779054,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329711",282.240614898076,6.76639259154977,0.28956518067077,0.985126550344025,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329864",338.733110666468,9.84518848793212,0.274677675663493,0.993195289173471,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI329865",348.311685975772,11.3263989186607,0.303332225097629,0.990741591953195,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330169",351.86020806692,13.3083113260544,0.284731122067884,0.986431122391236,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330181",378.816049809949,12.0029205977993,0.311788583614931,0.992877196302437,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330182",358.344990110339,8.93425389457333,0.388517505379457,0.990858361043244,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330184",303.323376797933,5.16074859768067,0.318739369151782,0.992018324202257,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330185",337.84084571429,7.89262088223505,0.357447238163088,0.994729575001916,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330195",332.828874484359,7.01943109358574,0.300494331840418,0.992444972425992,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330199",367.512274998397,11.8964202754957,0.308700857643338,0.986586971333453,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330796",329.077459549564,6.93687545521137,0.28980527299256,0.987891585650105,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330803",321.037260998607,9.98374355568973,0.273748755810024,0.988359702370368,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330833",345.188863487529,11.8944560568487,0.280731068466641,0.989296631176134,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI330858",299.909441965343,7.01323011036524,0.294178493562483,0.987859853418123,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI337680",265.552796949256,9.81484509479248,0.197030014672412,0.988620092799313,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI337689",328.795435755554,16.0276719695672,0.240187212105666,0.978911669395561,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI452692",370.339955265558,12.7645514328173,0.328766555322799,0.98835863884824,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI453696",314.633765479331,9.67992912685957,0.28791455323479,0.971071406851814,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI455217",331.105231729817,9.91588477715078,0.331150283081939,0.992790293827409,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI455301",359.430732268956,11.7834343099822,0.336739336907398,0.992171529870498,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI506030",325.80751880281,9.7187279629692,0.290327185013105,0.989106290915665,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI511355",330.557583796469,8.18665897892409,0.333150744772472,0.991310549186539,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI514456",313.133737437431,8.10654144465115,0.283149210276089,0.980098550667099,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI521019",304.312318187462,12.6786124614697,0.231408433614532,0.982280329268182,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI521152",367.959605506707,12.3774219696174,0.291520351167004,0.989990402386075,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI521280",335.393274044804,11.1205590877729,0.291139412107335,0.991117897381639,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI521290",379.43567843389,12.6116975485412,0.287540481039473,0.986782558751235,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI525049",318.17633493495,14.114742157721,0.244821371030587,0.982951945261251,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI52606",1623.21214351247,60.3403711499889,0.327344089551371,0.99999634272801,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI526905",310.255176859292,23.0530556870201,0.155660276588187,0.955826659494812,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI527045",293.699894715843,10.7729487819768,0.254427437842254,0.962514983787054,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI533902",311.350941914824,15.8658215341394,0.21057234828372,0.958743087875357,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI533998",294.3306529309,9.06837850682859,0.25757475075112,0.974793709639542,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI535785",365.68313729753,14.2941183130228,0.296322964935359,0.985299544962445,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI535794",279.128233880089,6.52508885999407,0.26499140791214,0.953700113128689,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI535795",304.068009375445,6.64349672443886,0.330876727048337,0.982584616542398,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI535796",278.917645067096,6.45881933093417,0.339259813393219,0.979508367412048,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI540518",295.912057455236,12.2488654402924,0.248854990109172,0.985891148434321,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562897",347.798847282334,13.494158652228,0.275263438395917,0.982287155373444,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562970",306.718840858997,8.77926275888113,0.275298876440026,0.988583545885878,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562971",307.622677708414,13.0806088901541,0.214618842469832,0.978394067138382,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562981",267.353548646751,7.30083248371184,0.267962229162216,0.962446309958095,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562982",385.873659505898,15.2944573305581,0.271298388168496,0.98023623337602,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562985",301.568635124637,9.83491732533636,0.264533879196368,0.968574500022866,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562991",264.500120091744,15.4458525061348,0.199660964584001,0.975923469777355,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562994",306.462023704372,10.1425508539619,0.263850610960122,0.979578857213313,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI562997",276.632710891693,4.95064248620622,0.295780915534453,0.983357355399329,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563002",244.34558090047,5.51969922394856,0.242262801694912,0.990697475343345,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563009",388.286008749448,14.4333666146513,0.25684652599637,0.98937352494952,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563021",286.706581071356,6.78582775804297,0.281670877837603,0.989803617297724,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563022",329.751486121056,15.6279421339772,0.222949520835234,0.980998895354626,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563032",332.155140834437,9.42782984105708,0.298886304017747,0.987478353641781,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563329",369.987368649232,12.2584259557856,0.352232164237965,0.989987696968083,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563332",347.051910579631,11.1789928539548,0.331260975444315,0.989584939715881,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563338",354.770494042445,14.3190902912531,0.267706969185928,0.966744716402451,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI563350",265.283407558556,6.06446928722454,0.275678682039825,0.986827272225647,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI564163",139.679501930887,2.12497145902427,0.221782966626216,0.99013428814506,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI566819",298.578300708944,7.67807684705804,0.35618973088426,0.987221088642834,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569097",350.239500633275,9.84932659005726,0.334089259999045,0.989353741822789,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569148",353.770719546188,10.5856595264246,0.315667812084199,0.988085685304674,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569244",291.760051321775,10.8069655442365,0.297467731767128,0.988492138445247,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569264",358.709736993461,11.841950974436,0.301223743410427,0.991283294445931,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569418",304.398573508441,10.0737283154446,0.228749497851296,0.986853374534195,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569419",299.750751653229,4.65761546256015,0.302780340672222,0.991994658101663,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569443",278.4830475994,7.53376981555296,0.241342451153776,0.971375486486517,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569445",257.46388476336,1.88624428525193,0.354053899786465,0.989409348926632,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569447",355.680190842773,11.0687986910844,0.266408349679406,0.987578751016256,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569453",337.947691347612,10.6902835824279,0.247567143341289,0.986733867027347,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569457",218.486191477118,10.4011925069236,0.179478840227671,0.968916405277283,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569460",163.131356848799,2.42599329512421,0.251879078993375,0.999992592919566,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569465",316.328129338009,7.51348729331658,0.264335208235874,0.976371949482813,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI569886",354.138254772266,9.91626055516375,0.276761847865737,0.991825091941478,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570031",317.835789211578,9.29471155111693,0.287502227771004,0.987782499150878,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570038",178.189539584325,1.18722852806268,0.301548519763855,0.999930557658408,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570042",304.165961940432,8.22933063146397,0.264983032092989,0.977797251721826,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570071",191.178739911703,6.26172437352783,0.184115533811837,0.984780745636711,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570073",343.019625578885,19.4604868070081,0.17311313150914,0.991567179706624,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570074",315.364136699607,10.2260822352235,0.246906972098018,0.989103641291065,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570075",247.274263152037,8.51227142347029,0.216550106872697,0.993568363525545,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570085",344.922570913883,9.51562217678394,0.294209810210019,0.987764993310219,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570087",319.231752851053,11.9080135813582,0.225633325713482,0.985592346524923,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570090",358.042856486647,14.7906527304206,0.241669416483444,0.985048767074598,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570091",364.853888048545,12.0159763156858,0.246326256355437,0.991728811408879,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570096",340.872420065787,9.77678101964625,0.287415929747528,0.987893342707757,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570110",292.499757001328,8.99478926298952,0.261351799582808,0.991144890508758,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570114",265.429926052329,4.52678114058932,0.270850629574894,0.986266202254454,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570145",343.891763811022,10.402347193661,0.295832984494614,0.98073220194118,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570373",300.502883362774,10.3051773620523,0.234764140468853,0.982306549794608,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570388",352.081999322488,12.9182014667897,0.308109401357658,0.986103274407112,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI570431",356.527949954354,12.9467231387566,0.29158167221879,0.986194247623791,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI576399",455.264093911444,7.37136189053494,0.369832891334872,0.999564301318329,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI576401",295.201432786377,15.0494355507989,0.198187499527603,0.957883974666881,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI583832",341.998098580521,10.0740935941485,0.305464090069743,0.989989516500126,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI585452",321.655473220533,11.179643692137,0.247976466602666,0.981458767559691,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI585454",313.661931354361,7.23281820615813,0.276113490405165,0.968417159564777,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI585467",300.616363486816,8.32261347497374,0.261887824852262,0.983311012734169,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI585577",338.950373934973,10.2414396507619,0.287728960260826,0.98648359585421,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI585961",321.044374018656,16.0396972591181,0.229238785446507,0.976938043553745,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI586435",283.94152917504,5.76077889568281,0.337737243082414,0.985170507299597,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI586541",328.063256567029,6.71259647299012,0.362947920778628,0.994037857941529,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI593916",330.827627807638,12.6867484576646,0.216390907993015,0.991144328419867,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI619838",319.103189212241,11.4411732430705,0.243093427204317,0.972658738488947,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI620072",357.779435001507,10.8756733180704,0.288753045133112,0.985252913931377,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI63715",297.486976637631,6.38820042759738,0.335901144585542,0.990687749873753,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641810",278.058029059645,6.52645817952712,0.323548426155675,0.98541859331285,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641815",260.933578075099,2.43796694187585,0.391244245312807,0.999245811165698,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641817",294.158652405306,8.3024861035909,0.30343917949076,0.987464716063418,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641821",272.392007279816,4.02940015011566,0.350306921309986,0.991052160853057,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641824",282.737123796176,3.23602418292803,0.410005132388921,0.99900352008907,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641829",307.715355619732,6.75130344896431,0.351548553108728,0.996957547805345,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641830",296.385184323836,12.6890192041221,0.27536667510348,0.968163271367043,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641835",321.343796242279,6.9376309277287,0.338126179828229,0.994972761548876,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641850",374.6678849176,11.0911852612501,0.341292027444581,0.989748226452918,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641860",333.431795012075,7.66158962106113,0.34629887364134,0.993586847399839,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641862",305.433654026979,4.16801472584222,0.431689672118747,0.989120148895558,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641892",336.569452950727,7.94664373057989,0.335018369545675,0.992427117962919,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI641909",316.221674468843,12.000421271712,0.276862998637377,0.986300245442836,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI643016",344.922707583716,10.6185001030815,0.316223339772201,0.989901825227903,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI646242",316.418296266941,9.76081721133285,0.271620155996147,0.990174386105987,"Bayesian logistic model of canopy height vs. gdd","RE"
"season_4","PI651491",304.664645259928,8.63074857444109,0.299615489685941,0.986728021752038,"Bayesian logistic model of canopy height vs. gdd","RE"
