date	sitename	cultivar	canopy_height	day_of_year	temp_min	temp_max	temp_mean	gdd	rh_min	rh_max	rh_mean	vpd_mean	precip	precip_cumulative	first_water_deficit_treatment	second_water_deficit_treatment
1	2017-05-01	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	9	121	11	33.8	23.2	155	6.3	46.7	17.6	2.63	0	0	False	False
2	2017-05-02	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	9	122	15	35.8	25.9	170	7.9	47.5	17	3.05	0	0	False	False
3	2017-05-03	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	9	123	14.9	37.3	27.8	186	7.8	50	17.6	3.37	0	0	False	False
4	2017-05-04	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	9	124	16.6	39	28.9	204	7.8	44.1	18.3	3.6	0	0	False	False
5	2017-05-05	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	10	125	15.9	41.1	30.4	222	7	66.9	20.2	3.98	0	0	False	False
6	2017-05-06	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	10	126	19.3	35.7	27.9	240	9.8	38.6	20.1	3.16	0	0	False	False
7	2017-05-07	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	13	127	14.4	22.6	18.7	248	22.5	66.2	38.2	1.37	0	0	False	False
8	2017-05-08	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	14	128	11.6	26.1	18.8	257	20.5	79.7	36.8	1.47	0.25	0.25	False	False
9	2017-05-13	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	17	133	17.4	36.7	27.4	320	8.6	38.9	21.1	3.15	0	0.5	False	False
10	2017-05-15	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	21	135	16.4	30.7	23.4	350	8	38.3	23.1	2.35	0	0.5	False	False
11	2017-05-16	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	21	136	11.5	25.3	19.3	358	12.7	49.3	27.5	1.7	0	0.5	False	False
12	2017-05-19	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	29	139	13.9	29.9	22	394	9.2	43.6	23.1	2.18	0	0.5	False	False
13	2017-05-20	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	31	140	11.2	34	24.2	407	8	51.8	20.2	2.75	0	0.5	False	False
14	2017-05-25	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	53	145	23	38	30.4	503	4.7	21.3	11.8	4	0	0.5	False	False
15	2017-06-02	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	95	153	18.1	38.2	29.6	645	9.8	54.4	24.9	3.45	0	0.5	False	False
16	2017-06-03	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	99	154	22.3	41.3	32.9	667	8.1	30.6	16.6	4.42	0	0.5	False	False
17	2017-06-04	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	111	155	23.3	41.2	33.7	690	8.8	26.4	14.9	4.69	0	0.5	False	False
18	2017-06-05	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	119	156	23.6	41.5	34.1	712	9.3	28.5	15.5	4.76	0	0.5	False	False
19	2017-06-06	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	120	157	23.6	41.8	33.4	735	9.6	34	16.9	4.53	0	0.5	False	False
20	2017-06-08	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	136	159	19.5	40.5	31.5	777	7.2	42.7	14.8	4.22	0	0.5	False	False
21	2017-06-09	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	146	160	21.9	40.8	32.4	799	8.2	35.4	16	4.39	0	0.5	False	False
22	2017-06-10	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	155	161	19.9	39.6	30.4	818	5.4	32	16.2	3.93	0	0.5	False	False
23	2017-06-15	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	194	166	16	41.4	30.1	904	2.7	37.9	11.2	4.27	0	0.5	False	False
24	2017-06-16	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	203	167	16.6	42.5	31.8	924	3.2	38.5	11.3	4.63	0	0.5	False	False
25	2017-06-17	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	209	168	21.6	42.8	33.3	946	4.1	30.7	10.7	4.91	0	0.5	False	False
26	2017-06-19	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	228	170	26.1	47.5	36.9	996	5.8	27.4	11.5	5.93	0	0.5	False	False
27	2017-06-20	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	233	171	25.3	48	37.8	1023	5.5	30.1	12.6	6.21	0	0.5	False	False
28	2017-06-21	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	240	172	26.9	46.8	38.2	1050	8.1	31.9	15.9	6.01	0	0.5	False	False
29	2017-06-24	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	235	175	26.3	46.7	37.1	1127	6	36.4	17.2	5.65	0	0.5	False	False
30	2017-06-25	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	259	176	28.5	45.9	38.7	1154	8.4	42.3	16.2	6.03	0	0.5	False	False
31	2017-06-26	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	254	177	28.8	43.9	36.6	1180	9	38.7	21.7	5.02	0	0.5	False	False
32	2017-06-27	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	265	178	25.1	42.5	35.4	1204	6	30.2	13.6	5.24	0	0.5	False	False
33	2017-06-28	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	268	179	23	42.8	33.7	1227	8.6	40.6	21.6	4.41	0	0.5	False	False
34	2017-06-29	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	272	180	23.3	42.1	33.4	1250	9.2	41.6	20.1	4.45	0	0.5	False	False
35	2017-06-30	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	275	181	24	41	32.5	1272	4.5	26.8	13	4.51	0	0.5	False	False
36	2017-07-01	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	282	182	23.8	44.3	34.2	1296	3.1	27.1	11.4	5.14	0	0.5	False	False
37	2017-07-02	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	284	183	23.8	43	34.8	1320	9.3	33.7	14.3	5.01	0	0.5	False	False
38	2017-07-03	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	288	184	26.5	40.9	34.6	1343	17.9	54.1	30.1	4.05	0	0.5	False	False
39	2017-07-04	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	297	185	27.2	43.2	36.3	1369	9.9	44.1	21.3	5	0	0.5	False	False
40	2017-07-05	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	296	186	27.3	43.6	36.9	1394	10.1	39.5	20.5	5.24	0	0.5	False	False
41	2017-07-06	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	293	187	28	44.2	36.9	1420	10.9	46.3	23.7	5.04	0	0.5	False	False
42	2017-07-08	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	309	189	29.1	44.7	37	1475	11.7	41.3	24.7	4.94	0	0.5	False	False
43	2017-07-11	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	317	192	26.9	39.5	32.8	1548	22.5	63.2	40.5	3.16	0	0.5	False	False
44	2017-07-12	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	322	193	26.8	42.3	35.2	1573	17.8	57.2	32	4.13	0	0.5	False	False
45	2017-07-13	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	321	194	27.1	42.2	35.3	1597	16.3	62.6	33.5	4.07	0	0.5	False	False
46	2017-07-20	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	338	201	24.9	39.4	32.1	1756	25	75.7	47	2.76	0	3.8	False	False
47	2017-08-06	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	382	218	25.3	39.6	32.9	2134	13.6	50.6	29.9	3.74	0	34.79	True	False
48	2017-08-08	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	382	220	21.4	41.7	32.9	2178	10.5	58.9	25.5	4.09	0	34.79	True	False
49	2017-08-10	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	384	222	26.6	40.8	33.8	2225	18.4	67.9	34.6	3.56	0	34.79	True	False
50	2017-08-15	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	387	227	24.6	38.6	31.4	2334	10.3	58.4	31.3	3.37	0	50.79	False	True
51	2017-08-16	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	388	228	23	38.8	30.9	2355	9.7	49.2	25	3.64	0	50.79	False	True
52	2017-08-17	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	391	229	22.7	39.2	30.1	2376	9.6	44.9	25.6	3.39	0	50.79	False	True
53	2017-08-19	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	396	231	23.5	39.8	32.7	2418	13.6	61.1	28.3	3.81	0	50.79	False	True
54	2017-08-25	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	405	237	22.7	40.9	32.7	2551	14.6	68.8	36.2	3.54	0	50.79	False	True
55	2017-08-26	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	408	238	26.9	42.5	34	2575	12.9	54.8	29.6	4	0	50.79	False	True
56	2017-08-29	MAC Field Scanner Season 4 Range 40 Column 6	PI329841	410	241	24.4	41.7	33.8	2647	13	58.9	31.6	3.96	0	50.79	False	True
57	2017-05-01	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	9	121	11	33.8	23.2	155	6.3	46.7	17.6	2.63	0	0	False	False
58	2017-05-02	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	9	122	15	35.8	25.9	170	7.9	47.5	17	3.05	0	0	False	False
59	2017-05-03	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	9	123	14.9	37.3	27.8	186	7.8	50	17.6	3.37	0	0	False	False
60	2017-05-04	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	9	124	16.6	39	28.9	204	7.8	44.1	18.3	3.6	0	0	False	False
61	2017-05-05	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	10	125	15.9	41.1	30.4	222	7	66.9	20.2	3.98	0	0	False	False
62	2017-05-06	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	10	126	19.3	35.7	27.9	240	9.8	38.6	20.1	3.16	0	0	False	False
63	2017-05-07	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	12	127	14.4	22.6	18.7	248	22.5	66.2	38.2	1.37	0	0	False	False
64	2017-05-08	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	13	128	11.6	26.1	18.8	257	20.5	79.7	36.8	1.47	0.25	0.25	False	False
65	2017-05-11	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	16	131	12.3	32.3	23.2	286	19	74.5	38.3	2.02	0	0.5	False	False
66	2017-05-13	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	17	133	17.4	36.7	27.4	320	8.6	38.9	21.1	3.15	0	0.5	False	False
67	2017-05-15	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	20	135	16.4	30.7	23.4	350	8	38.3	23.1	2.35	0	0.5	False	False
68	2017-05-16	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	20	136	11.5	25.3	19.3	358	12.7	49.3	27.5	1.7	0	0.5	False	False
69	2017-05-19	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	27	139	13.9	29.9	22	394	9.2	43.6	23.1	2.18	0	0.5	False	False
70	2017-05-20	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	28	140	11.2	34	24.2	407	8	51.8	20.2	2.75	0	0.5	False	False
71	2017-05-25	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	49	145	23	38	30.4	503	4.7	21.3	11.8	4	0	0.5	False	False
72	2017-06-02	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	90	153	18.1	38.2	29.6	645	9.8	54.4	24.9	3.45	0	0.5	False	False
73	2017-06-03	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	95	154	22.3	41.3	32.9	667	8.1	30.6	16.6	4.42	0	0.5	False	False
74	2017-06-04	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	107	155	23.3	41.2	33.7	690	8.8	26.4	14.9	4.69	0	0.5	False	False
75	2017-06-05	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	119	156	23.6	41.5	34.1	712	9.3	28.5	15.5	4.76	0	0.5	False	False
76	2017-06-06	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	118	157	23.6	41.8	33.4	735	9.6	34	16.9	4.53	0	0.5	False	False
77	2017-06-08	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	135	159	19.5	40.5	31.5	777	7.2	42.7	14.8	4.22	0	0.5	False	False
78	2017-06-09	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	144	160	21.9	40.8	32.4	799	8.2	35.4	16	4.39	0	0.5	False	False
79	2017-06-10	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	152	161	19.9	39.6	30.4	818	5.4	32	16.2	3.93	0	0.5	False	False
80	2017-06-15	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	181	166	16	41.4	30.1	904	2.7	37.9	11.2	4.27	0	0.5	False	False
81	2017-06-16	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	187	167	16.6	42.5	31.8	924	3.2	38.5	11.3	4.63	0	0.5	False	False
82	2017-06-17	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	192	168	21.6	42.8	33.3	946	4.1	30.7	10.7	4.91	0	0.5	False	False
83	2017-06-19	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	212	170	26.1	47.5	36.9	996	5.8	27.4	11.5	5.93	0	0.5	False	False
84	2017-06-20	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	218	171	25.3	48	37.8	1023	5.5	30.1	12.6	6.21	0	0.5	False	False
85	2017-06-21	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	227	172	26.9	46.8	38.2	1050	8.1	31.9	15.9	6.01	0	0.5	False	False
86	2017-06-24	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	234	175	26.3	46.7	37.1	1127	6	36.4	17.2	5.65	0	0.5	False	False
87	2017-06-25	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	246	176	28.5	45.9	38.7	1154	8.4	42.3	16.2	6.03	0	0.5	False	False
88	2017-06-26	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	243	177	28.8	43.9	36.6	1180	9	38.7	21.7	5.02	0	0.5	False	False
89	2017-06-27	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	252	178	25.1	42.5	35.4	1204	6	30.2	13.6	5.24	0	0.5	False	False
90	2017-06-28	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	253	179	23	42.8	33.7	1227	8.6	40.6	21.6	4.41	0	0.5	False	False
91	2017-06-29	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	259	180	23.3	42.1	33.4	1250	9.2	41.6	20.1	4.45	0	0.5	False	False
92	2017-06-30	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	261	181	24	41	32.5	1272	4.5	26.8	13	4.51	0	0.5	False	False
93	2017-07-01	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	267	182	23.8	44.3	34.2	1296	3.1	27.1	11.4	5.14	0	0.5	False	False
94	2017-07-02	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	270	183	23.8	43	34.8	1320	9.3	33.7	14.3	5.01	0	0.5	False	False
95	2017-07-03	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	276	184	26.5	40.9	34.6	1343	17.9	54.1	30.1	4.05	0	0.5	False	False
96	2017-07-04	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	279	185	27.2	43.2	36.3	1369	9.9	44.1	21.3	5	0	0.5	False	False
97	2017-07-05	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	282	186	27.3	43.6	36.9	1394	10.1	39.5	20.5	5.24	0	0.5	False	False
98	2017-07-06	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	284	187	28	44.2	36.9	1420	10.9	46.3	23.7	5.04	0	0.5	False	False
99	2017-07-08	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	294	189	29.1	44.7	37	1475	11.7	41.3	24.7	4.94	0	0.5	False	False
100	2017-07-11	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	293	192	26.9	39.5	32.8	1548	22.5	63.2	40.5	3.16	0	0.5	False	False
101	2017-07-12	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	306	193	26.8	42.3	35.2	1573	17.8	57.2	32	4.13	0	0.5	False	False
102	2017-07-13	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	304	194	27.1	42.2	35.3	1597	16.3	62.6	33.5	4.07	0	0.5	False	False
103	2017-07-20	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	307	201	24.9	39.4	32.1	1756	25	75.7	47	2.76	0	3.8	False	False
104	2017-08-06	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	347	218	25.3	39.6	32.9	2134	13.6	50.6	29.9	3.74	0	34.79	True	False
105	2017-08-08	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	350	220	21.4	41.7	32.9	2178	10.5	58.9	25.5	4.09	0	34.79	True	False
106	2017-08-10	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	348	222	26.6	40.8	33.8	2225	18.4	67.9	34.6	3.56	0	34.79	True	False
107	2017-08-15	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	352	227	24.6	38.6	31.4	2334	10.3	58.4	31.3	3.37	0	50.79	False	True
108	2017-08-16	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	352	228	23	38.8	30.9	2355	9.7	49.2	25	3.64	0	50.79	False	True
109	2017-08-17	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	354	229	22.7	39.2	30.1	2376	9.6	44.9	25.6	3.39	0	50.79	False	True
110	2017-08-19	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	359	231	23.5	39.8	32.7	2418	13.6	61.1	28.3	3.81	0	50.79	False	True
111	2017-08-22	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	373	234	24.3	41.2	32.8	2485	13.6	62	33.2	3.64	0	50.79	False	True
112	2017-08-25	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	383	237	22.7	40.9	32.7	2551	14.6	68.8	36.2	3.54	0	50.79	False	True
113	2017-08-26	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	387	238	26.9	42.5	34	2575	12.9	54.8	29.6	4	0	50.79	False	True
114	2017-08-29	MAC Field Scanner Season 4 Range 43 Column 7	PI329511	388	241	24.4	41.7	33.8	2647	13	58.9	31.6	3.96	0	50.79	False	True
115	2017-05-01	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	10	121	11	33.8	23.2	155	6.3	46.7	17.6	2.63	0	0	False	False
116	2017-05-02	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	10	122	15	35.8	25.9	170	7.9	47.5	17	3.05	0	0	False	False
117	2017-05-03	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	10	123	14.9	37.3	27.8	186	7.8	50	17.6	3.37	0	0	False	False
118	2017-05-04	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	9	124	16.6	39	28.9	204	7.8	44.1	18.3	3.6	0	0	False	False
119	2017-05-05	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	10	125	15.9	41.1	30.4	222	7	66.9	20.2	3.98	0	0	False	False
120	2017-05-06	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	11	126	19.3	35.7	27.9	240	9.8	38.6	20.1	3.16	0	0	False	False
121	2017-05-07	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	13	127	14.4	22.6	18.7	248	22.5	66.2	38.2	1.37	0	0	False	False
122	2017-05-08	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	14	128	11.6	26.1	18.8	257	20.5	79.7	36.8	1.47	0.25	0.25	False	False
123	2017-05-11	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	17	131	12.3	32.3	23.2	286	19	74.5	38.3	2.02	0	0.5	False	False
124	2017-05-13	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	17	133	17.4	36.7	27.4	320	8.6	38.9	21.1	3.15	0	0.5	False	False
125	2017-05-15	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	22	135	16.4	30.7	23.4	350	8	38.3	23.1	2.35	0	0.5	False	False
126	2017-05-16	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	24	136	11.5	25.3	19.3	358	12.7	49.3	27.5	1.7	0	0.5	False	False
127	2017-05-19	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	29	139	13.9	29.9	22	394	9.2	43.6	23.1	2.18	0	0.5	False	False
128	2017-05-20	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	32	140	11.2	34	24.2	407	8	51.8	20.2	2.75	0	0.5	False	False
129	2017-05-24	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	50	144	21.8	42.1	32	482	5.9	22.3	12.8	4.49	0	0.5	False	False
130	2017-05-25	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	55	145	23	38	30.4	503	4.7	21.3	11.8	4	0	0.5	False	False
131	2017-06-01	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	93	152	20.8	36.9	29.2	627	7.8	45.8	20.6	3.43	0	0.5	False	False
132	2017-06-02	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	94	153	18.1	38.2	29.6	645	9.8	54.4	24.9	3.45	0	0.5	False	False
133	2017-06-03	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	104	154	22.3	41.3	32.9	667	8.1	30.6	16.6	4.42	0	0.5	False	False
134	2017-06-04	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	110	155	23.3	41.2	33.7	690	8.8	26.4	14.9	4.69	0	0.5	False	False
135	2017-06-06	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	116	157	23.6	41.8	33.4	735	9.6	34	16.9	4.53	0	0.5	False	False
136	2017-06-08	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	126	159	19.5	40.5	31.5	777	7.2	42.7	14.8	4.22	0	0.5	False	False
137	2017-06-09	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	131	160	21.9	40.8	32.4	799	8.2	35.4	16	4.39	0	0.5	False	False
138	2017-06-10	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	137	161	19.9	39.6	30.4	818	5.4	32	16.2	3.93	0	0.5	False	False
139	2017-06-11	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	137	162	20.4	38.2	29.7	838	10.7	42	19.9	3.59	0	0.5	False	False
140	2017-06-14	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	146	165	14.4	39.7	27.9	886	2.6	42.6	12.6	3.74	0	0.5	False	False
141	2017-06-15	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	153	166	16	41.4	30.1	904	2.7	37.9	11.2	4.27	0	0.5	False	False
142	2017-06-16	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	161	167	16.6	42.5	31.8	924	3.2	38.5	11.3	4.63	0	0.5	False	False
143	2017-06-17	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	160	168	21.6	42.8	33.3	946	4.1	30.7	10.7	4.91	0	0.5	False	False
144	2017-06-19	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	184	170	26.1	47.5	36.9	996	5.8	27.4	11.5	5.93	0	0.5	False	False
145	2017-06-20	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	186	171	25.3	48	37.8	1023	5.5	30.1	12.6	6.21	0	0.5	False	False
146	2017-06-21	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	195	172	26.9	46.8	38.2	1050	8.1	31.9	15.9	6.01	0	0.5	False	False
147	2017-06-23	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	184	174	25.6	43.8	36	1100	10.7	48.9	23.7	4.89	0	0.5	False	False
148	2017-06-24	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	187	175	26.3	46.7	37.1	1127	6	36.4	17.2	5.65	0	0.5	False	False
149	2017-06-25	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	203	176	28.5	45.9	38.7	1154	8.4	42.3	16.2	6.03	0	0.5	False	False
150	2017-06-26	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	192	177	28.8	43.9	36.6	1180	9	38.7	21.7	5.02	0	0.5	False	False
151	2017-06-27	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	205	178	25.1	42.5	35.4	1204	6	30.2	13.6	5.24	0	0.5	False	False
152	2017-06-28	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	200	179	23	42.8	33.7	1227	8.6	40.6	21.6	4.41	0	0.5	False	False
153	2017-06-29	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	215	180	23.3	42.1	33.4	1250	9.2	41.6	20.1	4.45	0	0.5	False	False
154	2017-06-30	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	206	181	24	41	32.5	1272	4.5	26.8	13	4.51	0	0.5	False	False
155	2017-07-01	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	227	182	23.8	44.3	34.2	1296	3.1	27.1	11.4	5.14	0	0.5	False	False
156	2017-07-02	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	221	183	23.8	43	34.8	1320	9.3	33.7	14.3	5.01	0	0.5	False	False
157	2017-07-03	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	237	184	26.5	40.9	34.6	1343	17.9	54.1	30.1	4.05	0	0.5	False	False
158	2017-07-04	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	240	185	27.2	43.2	36.3	1369	9.9	44.1	21.3	5	0	0.5	False	False
159	2017-07-05	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	241	186	27.3	43.6	36.9	1394	10.1	39.5	20.5	5.24	0	0.5	False	False
160	2017-07-06	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	251	187	28	44.2	36.9	1420	10.9	46.3	23.7	5.04	0	0.5	False	False
161	2017-07-08	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	260	189	29.1	44.7	37	1475	11.7	41.3	24.7	4.94	0	0.5	False	False
162	2017-07-11	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	273	192	26.9	39.5	32.8	1548	22.5	63.2	40.5	3.16	0	0.5	False	False
163	2017-07-12	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	276	193	26.8	42.3	35.2	1573	17.8	57.2	32	4.13	0	0.5	False	False
164	2017-07-13	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	279	194	27.1	42.2	35.3	1597	16.3	62.6	33.5	4.07	0	0.5	False	False
165	2017-07-20	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	299	201	24.9	39.4	32.1	1756	25	75.7	47	2.76	0	3.8	False	False
166	2017-08-06	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	323	218	25.3	39.6	32.9	2134	13.6	50.6	29.9	3.74	0	34.79	True	False
167	2017-08-08	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	331	220	21.4	41.7	32.9	2178	10.5	58.9	25.5	4.09	0	34.79	True	False
168	2017-08-09	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	327	221	23.2	43.1	34.3	2202	10.7	53.7	25.2	4.45	0	34.79	True	False
169	2017-08-10	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	328	222	26.6	40.8	33.8	2225	18.4	67.9	34.6	3.56	0	34.79	True	False
170	2017-08-15	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	335	227	24.6	38.6	31.4	2334	10.3	58.4	31.3	3.37	0	50.79	False	True
171	2017-08-16	MAC Field Scanner Season 4 Range 48 Column 6	PI563020	343	228	23	38.8	30.9	2355	9.7	49.2	25	3.64	0	50.79	False	True
