year,day_of_year,station_number,air_temp_max,air_temp_min,air_temp_mean,rh_max,rh_min,rh_mean,vpd_mean,solar_rad_total,precip_total,4_in_soil_temp_max,4_in_soil_temp_min,4_in_soil_temp_mean,20_in_soil_temp_max,20_in_soil_temp_min,20_in_soil_temp_mean,wind_speed_mean,wind_vector_magnitude,wind_vector_direction,wind_direction_std,max_wind_speed,heat_units,eto_azmet,eto_p_m,vapor_pressure_mean,dewpoint_mean,date,daily_gdd,gdd
2017,229,6,39.2,22.7,30.1,44.9,9.6,25.6,3.39,28.58,0.0,38.1,29.0,32.7,35.8,31.8,33.2,2.2,1.5,136,46,5.4,15.1,8.6,8.1,1.03,7.2,2017-08-17,20.950000000000003,2376.0
2017,230,6,40.4,20.4,30.5,65.9,10.0,30.8,3.37,28.05,0.0,33.4,26.1,29.7,33.2,31.6,32.2,1.2,0.4,123,66,4.3,14.2,7.8,6.6,1.21,9.6,2017-08-18,20.4,2396.0
2017,231,6,39.8,23.5,32.7,61.1,13.6,28.3,3.81,27.2,0.0,35.7,25.5,30.2,31.6,30.8,31.2,2.0,0.7,205,66,6.8,15.4,8.4,7.6,1.3,10.7,2017-08-19,21.65,2418.0
2017,232,6,38.2,25.7,31.7,48.0,16.0,32.9,3.3,19.57,0.0,36.0,27.7,31.5,31.2,30.9,31.0,1.7,1.1,162,48,5.6,16.1,5.9,6.0,1.49,12.8,2017-08-20,21.950000000000003,2440.0
2017,233,6,39.2,24.4,31.5,71.9,13.4,35.1,3.3,24.61,0.0,38.2,28.9,33.2,31.5,31.1,31.2,1.2,0.3,302,69,5.1,15.7,6.8,6.0,1.49,12.5,2017-08-21,21.8,2462.0
2017,234,6,41.2,24.3,32.8,62.0,13.6,33.2,3.64,26.45,0.0,39.7,29.6,34.3,32.0,31.5,31.6,1.1,0.4,129,65,4.8,15.8,7.4,6.4,1.53,13.2,2017-08-22,22.75,2485.0
2017,235,6,40.3,26.1,31.9,61.5,17.7,39.8,3.05,22.66,0.0,40.1,31.0,34.9,32.5,32.0,32.2,3.1,2.1,160,45,16.8,16.3,7.3,8.3,1.8,15.8,2017-08-23,23.200000000000003,2508.0
2017,236,6,38.5,23.6,31.3,71.4,20.5,41.7,2.91,26.46,0.0,39.6,30.6,34.7,32.6,32.3,32.5,2.0,1.0,89,58,8.4,15.4,7.5,7.1,1.79,15.6,2017-08-24,21.05,2529.0
2017,237,6,40.9,22.7,32.7,68.8,14.6,36.2,3.54,26.28,0.0,40.5,30.9,35.4,32.9,32.5,32.7,1.4,0.7,124,68,5.0,15.1,7.5,6.6,1.63,14.2,2017-08-25,21.799999999999997,2551.0
2017,238,6,42.5,26.9,34.0,54.8,12.9,29.6,4.0,26.34,0.0,41.2,31.7,36.1,33.3,32.9,33.0,2.2,1.4,124,49,10.8,16.6,8.3,8.1,1.5,12.9,2017-08-26,24.700000000000003,2575.0
2017,239,6,41.8,26.6,34.2,62.6,15.1,33.7,3.87,25.84,0.0,41.6,32.7,36.8,33.7,33.3,33.4,1.5,0.6,84,62,6.9,16.5,7.7,6.9,1.69,14.7,2017-08-27,24.200000000000003,2600.0
2017,240,6,42.8,25.5,35.0,59.0,10.3,28.3,4.36,25.62,0.0,41.0,32.9,36.8,33.9,33.6,33.8,2.2,1.3,101,51,11.7,16.2,8.4,8.0,1.45,12.2,2017-08-28,24.15,2624.0
2017,241,6,41.7,24.4,33.8,58.9,13.0,31.6,3.96,25.32,0.0,41.1,32.5,36.5,34.1,33.8,33.9,1.4,0.9,93,48,6.1,15.8,7.5,6.6,1.51,12.8,2017-08-29,23.049999999999997,2647.0
2017,242,6,41.3,25.7,34.3,57.6,13.3,26.1,4.26,25.13,0.0,41.0,32.7,36.5,34.2,33.8,34.0,1.7,0.9,100,57,6.9,16.3,7.9,7.0,1.33,11.1,2017-08-30,23.5,2670.0
2017,243,6,41.8,22.8,32.4,48.5,6.5,22.4,4.06,25.9,0.0,36.5,29.7,33.5,35.4,34.0,34.4,1.9,1.2,107,47,7.2,15.3,8.3,7.3,1.01,6.9,2017-08-31,22.299999999999997,2693.0
2017,244,6,41.9,21.6,32.0,58.8,11.4,30.0,3.75,25.06,0.0,33.5,26.3,29.8,34.1,32.4,33.1,1.5,0.4,165,68,8.2,14.8,7.3,6.6,1.29,10.3,2017-09-01,21.75,2714.0
2017,245,6,37.0,26.1,31.3,76.5,25.8,49.4,2.46,16.3,0.0,32.0,27.1,29.5,32.4,31.6,31.9,2.1,1.1,199,56,7.5,16.2,4.8,5.5,2.18,18.7,2017-09-02,21.55,2736.0
2017,246,6,38.4,25.4,31.7,69.0,22.9,45.5,2.73,23.78,0.0,36.8,26.9,31.3,31.6,31.0,31.3,2.6,1.9,239,42,7.8,16.0,7.2,7.3,2.04,17.7,2017-09-03,21.9,2758.0
2017,247,6,40.1,24.5,32.4,72.9,22.5,43.5,3.04,24.21,0.0,38.2,29.0,33.3,31.8,31.3,31.5,2.3,1.7,258,42,8.3,15.7,7.3,7.2,1.98,17.1,2017-09-04,22.299999999999997,2780.0
2017,248,6,41.4,24.7,33.6,61.3,13.7,32.6,3.81,24.18,0.0,39.1,30.1,34.3,32.2,31.7,31.9,1.4,0.5,255,65,4.8,15.9,7.2,6.4,1.58,13.7,2017-09-05,23.049999999999997,2803.0
2017,249,6,42.2,23.5,33.2,64.1,9.8,29.3,3.99,23.84,0.0,38.5,30.5,34.4,32.5,32.2,32.3,1.5,0.4,146,70,7.6,15.6,7.3,6.4,1.33,10.9,2017-09-06,22.85,2826.0
2017,250,6,39.6,25.3,32.0,59.9,17.7,36.8,3.18,21.63,0.0,38.9,30.8,34.3,32.7,32.4,32.5,2.8,1.3,165,60,15.4,16.0,7.2,7.6,1.69,14.7,2017-09-07,22.450000000000003,2848.0
2017,251,6,36.5,23.0,29.9,69.6,21.2,41.7,2.65,20.65,0.0,37.0,30.4,33.4,32.8,32.4,32.6,2.6,0.8,176,67,10.2,15.0,6.6,6.6,1.66,14.5,2017-09-08,19.75,2868.0
2017,252,6,35.5,23.5,29.2,72.8,29.5,49.7,2.19,19.81,0.0,37.6,30.4,33.5,32.6,32.2,32.4,2.0,0.9,25,59,7.0,15.1,5.6,5.6,1.94,17.0,2017-09-09,19.5,2888.0
2017,253,6,40.0,23.3,31.5,72.2,19.5,41.8,3.0,23.72,0.0,38.4,30.2,34.0,32.5,32.2,32.4,1.4,0.7,38,59,6.3,15.3,6.7,6.0,1.79,15.6,2017-09-10,21.65,2909.0
2017,254,6,41.3,23.5,33.1,61.8,16.0,33.7,3.69,23.33,0.0,39.0,30.6,34.5,32.7,32.4,32.5,1.5,0.5,174,66,6.1,15.6,7.0,6.2,1.57,13.7,2017-09-11,22.4,2932.0
2017,255,6,42.8,24.2,34.0,58.0,13.3,28.1,4.14,23.44,0.0,39.5,31.1,35.1,32.9,32.6,32.8,1.6,0.4,263,70,6.2,15.8,7.3,6.6,1.38,11.7,2017-09-12,23.5,2955.0
2017,256,6,41.3,24.3,33.9,54.1,14.3,27.3,4.08,21.51,0.0,38.9,31.7,35.1,33.1,32.8,33.0,2.2,1.4,244,49,11.6,15.7,7.4,7.1,1.36,11.4,2017-09-13,22.799999999999997,2978.0
2017,257,6,39.5,22.8,31.4,50.6,17.8,32.9,3.29,20.96,0.0,34.2,26.6,31.2,33.2,32.3,32.9,4.3,3.6,203,34,13.6,15.1,8.6,9.2,1.45,12.5,2017-09-14,21.15,2999.0
2017,258,6,36.2,21.4,28.5,63.7,14.2,33.7,2.82,23.95,0.0,29.4,24.1,26.4,32.6,30.8,31.6,2.9,2.1,192,42,9.9,14.2,7.7,7.4,1.2,9.3,2017-09-15,18.8,3018.0
2017,259,6,36.3,18.2,27.6,51.4,16.7,29.9,2.8,23.72,0.0,31.2,21.8,26.3,30.8,29.5,30.0,2.2,1.4,168,47,8.0,12.8,7.0,6.5,1.07,7.8,2017-09-16,17.25,3035.0
