PI144134	0.0	0.16261804	0.15544549	0.17390779	0.17312317	0.25359732	0.18102369	0.17631845	0.18811993	0.193669	0.16929425	0.18333666	0.17964245	0.18294281	0.17459735	0.17006667	0.18484224	0.17354472	0.25212643	0.19401775	0.18075915	0.1939593	0.18740913	0.17365634	0.17165592	0.17947567	0.19485968	0.20918113	0.17395072	0.19040114	0.16400918	0.19116382	0.15475483	0.17507656	0.1760672	0.15593241	0.18214954	0.19154772	0.19432886	0.19647422	0.17308696	0.16774528	0.16551916	0.16415825	0.18970409	0.17971976	0.19359688	0.18302292	0.18384096	0.1721936	0.19450891	0.21703435	0.18368854	0.1963585	0.18349735	0.21068528	0.22638772	0.17114048	0.17101718	0.1725866	0.18631293	0.17805746	0.17459095	0.17245454	0.18516454	0.21156205	0.17354722	0.19000745	0.24084052	0.17089626	0.16194934	0.18759784	0.15867007	0.18224235	0.1590979	0.15733519	0.2079169	0.1870466	0.16435216	0.17449048	0.16628867	0.22012477	0.20824508	0.17941447	0.18037418	0.19042435	0.26292366	0.18701734	0.20273136	0.22976556	0.19466712	0.19200535	0.19778259	0.2856128	0.191494	0.18096802	0.22087477	0.20634018	0.19584712	0.18471365	0.19427007	0.19302405	0.1891698	0.18686119	0.17165236	0.20815517	0.20087563	0.20253882	0.18776698	0.2119848	0.183279	0.1722696	0.1971276	0.19803171	0.17428812	0.18356021	0.33815417	0.1839347	0.17113654	0.17029022	0.18532547	0.17348486	0.17630683	0.16504256	0.1715289	0.16962273	0.32791498	0.16978621	0.18848753	0.17471632	0.1649973	0.18881324	0.21884799	0.17914136	0.15762037	0.17669535	0.1771494	0.15846236	0.19717085	0.19313912	0.18917342	0.19171149	0.18988164	0.45074084	0.2012931	0.23159032	0.20432365	0.21736403	0.2332407	0.21075167	0.18772306	0.20374252	0.18971246	0.18289222	0.19935156	0.2055304	0.19075787	0.19107011	0.18431227	0.19014792	0.18803981	0.19255772	0.19401364	0.1699132	0.1826738	0.18732259	0.17913286	0.16929652	0.2459174	0.25838313	0.16577366	0.19637656	0.18353222	0.17681883	0.19410326	0.19567594	0.22037125	0.17213145	0.18880261	0.16823113	0.21815158	0.17099716	0.17258154	0.18081719	0.1812488	0.18073848	0.17984821	0.17341414	0.17731825	0.17412232	0.18953286	0.18087341	0.1779356	0.17915624	0.18214375	0.1719974	0.18973885	0.18064699	0.18041433	0.17577551	0.17823869	0.18657896	0.18344331	0.19568606	0.19945191	0.1964509	0.17973216	0.18168296	0.18437605	0.19785354	0.17525288	0.16444415	0.17932673	0.18574494	0.16711527	0.1774238	0.18725626
PI145619	0.16261804	0.0	0.1456444	0.14810944	0.15970165	0.24783592	0.16214354	0.18638675	0.18335274	0.2008482	0.16823038	0.15879188	0.18274806	0.18509822	0.17368886	0.1747924	0.19004263	0.18251441	0.2540881	0.18704572	0.18090883	0.19325195	0.16032109	0.16761577	0.16233994	0.17789322	0.17810248	0.20225032	0.17621844	0.1794105	0.15138213	0.18289983	0.15626872	0.16848895	0.16791745	0.14407243	0.16742522	0.17595178	0.17807846	0.18052582	0.16156547	0.1548182	0.15015931	0.14394382	0.17053452	0.16587597	0.19790843	0.16415402	0.18489286	0.16547209	0.20325364	0.23016842	0.16531001	0.19094607	0.16953208	0.23131599	0.21003272	0.17463802	0.15894628	0.16188544	0.17175527	0.16323037	0.16380285	0.16145349	0.17920499	0.19857104	0.15978868	0.17494676	0.22419298	0.16021627	0.15271711	0.17736608	0.15019996	0.17162229	0.14962211	0.14918093	0.20225339	0.17900239	0.15379763	0.16300505	0.1567001	0.20686968	0.19427861	0.16945729	0.17061046	0.17890038	0.24250942	0.18537664	0.18828875	0.21703212	0.18255606	0.1747749	0.1835119	0.27572516	0.1767487	0.17006537	0.20465828	0.20874898	0.18491203	0.17378873	0.18322061	0.18153304	0.1785558	0.16976225	0.1574194	0.20066306	0.18982169	0.18890184	0.17962165	0.20746386	0.1733945	0.17355016	0.20521688	0.21071705	0.16960971	0.17373644	0.32424217	0.17980981	0.16759118	0.16156746	0.1696132	0.15346365	0.1614436	0.14793964	0.15369707	0.15319341	0.31477708	0.16332208	0.1825162	0.16305034	0.15607288	0.1825665	0.20836775	0.16947465	0.14744775	0.1655353	0.16799185	0.14712855	0.1879733	0.17720653	0.1750862	0.18434653	0.17914665	0.45070127	0.17699225	0.21951565	0.18222333	0.20246133	0.21241252	0.20070854	0.1791155	0.20046444	0.17930767	0.173123	0.19054793	0.20043428	0.18239674	0.18063276	0.1734048	0.179704	0.18347119	0.18938085	0.18228033	0.16744585	0.17770824	0.1752963	0.17023844	0.16073166	0.24473174	0.2732091	0.15504616	0.1884119	0.17128173	0.18304376	0.18072739	0.18707699	0.19527043	0.16555932	0.17384192	0.16260706	0.21341164	0.16205667	0.16659327	0.17400111	0.17293829	0.16506673	0.16122968	0.16041154	0.16969237	0.16667582	0.1754477	0.16272578	0.16025743	0.16516863	0.16804607	0.15613645	0.1787061	0.16523908	0.16578193	0.16285299	0.1627641	0.16673172	0.16708203	0.19497372	0.1841183	0.18948923	0.16697401	0.16265078	0.1732313	0.18299323	0.16994424	0.1538544	0.17093526	0.19585598	0.16856825	0.16996036	0.17156124
PI145626	0.15544549	0.1456444	0.0	0.15648676	0.15505159	0.24944627	0.15977147	0.1796663	0.17964356	0.20236726	0.16602914	0.16527666	0.18054032	0.18024273	0.17384675	0.17499223	0.18874693	0.17543331	0.26156563	0.18765302	0.180856	0.19407822	0.16722001	0.16671513	0.16273619	0.17918059	0.17233099	0.19608928	0.17749332	0.17737478	0.14098164	0.18507904	0.15534347	0.16780043	0.16829808	0.13993663	0.16176584	0.17922989	0.18176094	0.18399061	0.16138922	0.15015067	0.14465636	0.14455995	0.17184149	0.16107818	0.18882516	0.17031696	0.18418694	0.16082597	0.20178425	0.23117317	0.17428581	0.19606939	0.17122167	0.23293893	0.20539951	0.17219178	0.16109885	0.1610541	0.17249765	0.164965	0.16453364	0.16173743	0.17769252	0.2014362	0.16155708	0.17686595	0.23224822	0.16233075	0.15264334	0.1778489	0.15092286	0.1719452	0.15189047	0.14995256	0.2115169	0.17843162	0.15506075	0.16335091	0.15691431	0.2156462	0.19784467	0.16975679	0.17082946	0.17871913	0.24456744	0.17889352	0.19234443	0.21893972	0.18230918	0.17651019	0.18576781	0.2785647	0.18021557	0.17051382	0.21046077	0.20020096	0.18520622	0.17361577	0.18381123	0.18157282	0.17746279	0.17267898	0.15863213	0.20431241	0.19259319	0.19387908	0.18154006	0.20575061	0.17283542	0.17116053	0.194698	0.18094333	0.16216213	0.1712723	0.33008972	0.17242283	0.16101843	0.16304882	0.1684023	0.15395445	0.15622811	0.14883636	0.15416385	0.15088604	0.32184103	0.1606362	0.18289737	0.16164093	0.15605311	0.18068823	0.20989437	0.1696947	0.14708677	0.16554347	0.16458811	0.14634638	0.18187562	0.18029311	0.17674206	0.18087028	0.17874977	0.45100406	0.17714399	0.21603912	0.18460333	0.20633726	0.22407012	0.20055102	0.18034123	0.19963537	0.17638461	0.17452393	0.19136609	0.20076695	0.18098503	0.1790655	0.17417909	0.17921004	0.18333876	0.1905247	0.17945316	0.16713417	0.1781093	0.1740112	0.16905725	0.16135864	0.24542738	0.25267127	0.1555881	0.18496245	0.17116883	0.17569244	0.18113731	0.19003715	0.19567674	0.16505907	0.17671056	0.16061932	0.2171496	0.16281377	0.16485123	0.16883674	0.17335506	0.1644758	0.16192128	0.16221018	0.1714447	0.16581953	0.1681542	0.16141684	0.15758671	0.16062349	0.160518	0.15486719	0.17030707	0.16475128	0.16096039	0.15877788	0.15720488	0.16622041	0.1608473	0.1945308	0.1860743	0.1906634	0.16714157	0.1632045	0.17269036	0.17999282	0.16073073	0.15544635	0.17070906	0.19897813	0.16825221	0.17219198	0.1769408
PI145633	0.17390779	0.14810944	0.15648676	0.0	0.17100197	0.25659543	0.17092109	0.19837578	0.20103963	0.21807835	0.17927662	0.16704282	0.19687796	0.19823404	0.1882459	0.1849601	0.20391805	0.19645557	0.26962072	0.2039705	0.19582887	0.21003422	0.16804764	0.18021902	0.17268997	0.19388261	0.20040266	0.21779597	0.18800496	0.19040291	0.16189821	0.2002813	0.16672407	0.18284485	0.18431443	0.1546055	0.18143363	0.19144985	0.19238392	0.19615455	0.17496802	0.17012921	0.16132449	0.15361905	0.18575005	0.18369953	0.21458915	0.18149608	0.1983632	0.17739466	0.21744686	0.24488838	0.18012618	0.20135568	0.1852524	0.24567807	0.21787664	0.18548137	0.17194022	0.1774124	0.18703143	0.17676647	0.17811257	0.17695971	0.19511513	0.20986196	0.1728196	0.19160424	0.236112	0.17378762	0.16666934	0.19382012	0.16257069	0.18829736	0.16001827	0.1612033	0.21661672	0.19716631	0.16798937	0.17880267	0.17123766	0.22228926	0.20967375	0.18463148	0.1866264	0.19607104	0.25692537	0.20094594	0.20131706	0.22758356	0.19700326	0.18880494	0.19870609	0.29191938	0.19280922	0.1858713	0.21379398	0.22595261	0.2000407	0.19116984	0.20121437	0.20123224	0.1954911	0.18107866	0.17122765	0.21268605	0.20186013	0.20235674	0.1858508	0.21308967	0.18136021	0.18385074	0.2184753	0.21908171	0.18125981	0.18473014	0.32684743	0.18916528	0.17518167	0.17424196	0.1807526	0.16647568	0.17300774	0.16034763	0.16675168	0.16200128	0.31777298	0.17403054	0.20027016	0.17376193	0.17031972	0.19759528	0.22039235	0.18331385	0.15728135	0.17609426	0.17885508	0.15694484	0.20060803	0.19337863	0.19103691	0.19341707	0.1895593	0.4498904	0.18804891	0.23286669	0.19600902	0.21354392	0.22378631	0.21307811	0.19215386	0.216218	0.19388424	0.19076404	0.2033483	0.21684389	0.19979873	0.19856252	0.18751168	0.19447349	0.19700897	0.20462783	0.19731015	0.18109562	0.19247954	0.19282109	0.18239069	0.17169511	0.25347248	0.27936193	0.16628474	0.2032228	0.18587822	0.19809607	0.1963065	0.20317303	0.21841466	0.17821841	0.18941066	0.172573	0.22195745	0.17706941	0.17633702	0.19037928	0.18569939	0.17617969	0.17706138	0.1734862	0.1848834	0.18038203	0.19165248	0.17639813	0.17361864	0.18181638	0.18167798	0.16727148	0.18972734	0.17990988	0.18025702	0.17881696	0.18107653	0.18075909	0.18142627	0.21298283	0.20158699	0.20443264	0.18162417	0.17905697	0.1883935	0.19944862	0.18444747	0.16358681	0.18822886	0.20840904	0.18091391	0.18568717	0.18434404
PI146890	0.17312317	0.15970165	0.15505159	0.17100197	0.0	0.25770962	0.18005985	0.19666055	0.1961407	0.21837059	0.17997614	0.18411914	0.19792308	0.19529195	0.19450529	0.1906685	0.20594981	0.19219537	0.27945963	0.20277569	0.1983189	0.21171851	0.18663667	0.17715125	0.17905496	0.1953041	0.18423237	0.2106132	0.19300087	0.19751161	0.15999554	0.19844247	0.16656993	0.18470775	0.18446317	0.15267378	0.18053979	0.19345234	0.19811727	0.19908822	0.17729604	0.16507313	0.16177396	0.16329725	0.19240257	0.17786813	0.20948301	0.18103468	0.19715083	0.18082952	0.22321206	0.25115207	0.18612328	0.20493737	0.18715566	0.24888529	0.22454908	0.18988064	0.17640947	0.1755709	0.19076952	0.17951575	0.17836969	0.17593554	0.19700372	0.21442263	0.17499225	0.19598828	0.2595538	0.17380787	0.16647331	0.19433956	0.16218866	0.18949606	0.16160536	0.1613302	0.22237016	0.19802485	0.16775455	0.1776037	0.17103906	0.22791243	0.21219285	0.18614775	0.18763798	0.19513325	0.26346147	0.19618857	0.21108386	0.23942034	0.20043036	0.19226657	0.20238575	0.2833346	0.19800244	0.18813665	0.22698137	0.21735297	0.20203136	0.18982469	0.19993235	0.20158368	0.19515984	0.18674722	0.1734745	0.22080989	0.20734158	0.20851347	0.19136216	0.22835222	0.18834329	0.18598296	0.21582033	0.19140247	0.17655618	0.18882701	0.3285021	0.19215311	0.17678714	0.17642787	0.18403573	0.16966286	0.17722166	0.16361283	0.16931415	0.16875027	0.32732373	0.17692684	0.2003116	0.1780107	0.16891974	0.1987272	0.2242177	0.18609364	0.1607722	0.18320687	0.18181007	0.16125041	0.1934666	0.19758935	0.19496831	0.20161356	0.19941336	0.44743508	0.20036703	0.23275624	0.20669648	0.22691022	0.24130204	0.21419254	0.19259901	0.22135253	0.19225653	0.19079408	0.20668355	0.21522562	0.19844402	0.19560294	0.19060905	0.19612429	0.20039426	0.20343696	0.19611108	0.17818023	0.19163783	0.18845814	0.18401505	0.1751732	0.2587708	0.25594455	0.16659345	0.19977328	0.18464538	0.19111277	0.19724149	0.21052645	0.21293877	0.17887062	0.19229464	0.17567872	0.22309728	0.17506053	0.18094322	0.17888881	0.19050796	0.18181108	0.18135023	0.17777282	0.18090075	0.17528154	0.18969606	0.17984316	0.17748582	0.17734434	0.17980492	0.16981216	0.18810585	0.18473329	0.1768086	0.17711999	0.17670205	0.18502173	0.1756604	0.21199355	0.20485507	0.20467743	0.18518725	0.18240784	0.1905407	0.20018962	0.17352626	0.16848859	0.18729983	0.2159905	0.18017717	0.18724178	0.18968791
PI152591	0.25359732	0.24783592	0.24944627	0.25659543	0.25770962	0.0	0.26848412	0.24559036	0.25435752	0.25386074	0.2347779	0.24283147	0.24675797	0.24281526	0.24146643	0.2368561	0.25122657	0.2427175	0.30353287	0.2624674	0.24893358	0.2563186	0.26917228	0.24237208	0.2481196	0.24831054	0.25613523	0.27313265	0.24122383	0.26095173	0.24942257	0.25455338	0.23437735	0.23594931	0.23996894	0.24279222	0.2635076	0.2546354	0.25443465	0.2557648	0.2382737	0.25331172	0.25594786	0.25070527	0.25537536	0.26002073	0.25604704	0.23999156	0.24948588	0.25412464	0.25442472	0.26698366	0.24291658	0.25666493	0.2460962	0.25940913	0.29076308	0.23706126	0.23951669	0.24045566	0.2506117	0.2432155	0.24263658	0.23878221	0.24593925	0.26930457	0.24132632	0.25354394	0.28658485	0.2412177	0.23361926	0.25175318	0.2320575	0.24835181	0.23334864	0.23209745	0.27011663	0.25032744	0.23490417	0.24147998	0.23631267	0.27657917	0.2670887	0.24535088	0.24862425	0.2531394	0.28615507	0.24808952	0.2613062	0.27642956	0.25342718	0.25118914	0.2569124	0.29696003	0.2533468	0.24709357	0.2692541	0.2648183	0.25480157	0.24849737	0.2572089	0.25419948	0.25146127	0.2530853	0.24168018	0.26216266	0.25782892	0.25428712	0.25249952	0.27038798	0.24644086	0.24364012	0.26470324	0.26609218	0.2510782	0.25802028	0.39789125	0.2486984	0.23996328	0.24064188	0.26327497	0.25049153	0.26527062	0.24963728	0.25402755	0.25942498	0.34633255	0.24037887	0.25615236	0.24269947	0.23878548	0.2533927	0.26914334	0.2460303	0.23284443	0.24372767	0.24552628	0.23346691	0.25677735	0.25363073	0.25334337	0.25588554	0.25296447	0.4524941	0.2743319	0.29844096	0.26358074	0.27184764	0.27968842	0.2660371	0.24674481	0.2605886	0.25522768	0.24588482	0.2568196	0.25789937	0.24752188	0.25146362	0.24843508	0.25287798	0.24919684	0.25428033	0.25833875	0.23611152	0.24737184	0.25437492	0.24394709	0.2374198	0.29506913	0.2952043	0.2389561	0.25796115	0.24873838	0.24344547	0.25810385	0.2554081	0.26002142	0.25114775	0.25297847	0.23815516	0.27046767	0.24012873	0.24035978	0.2535194	0.25049564	0.26347107	0.263065	0.24870764	0.24487819	0.24413735	0.27426523	0.26473123	0.26174235	0.25592458	0.26409182	0.2470771	0.26075995	0.2615586	0.27035356	0.2644793	0.26760024	0.25942123	0.270719	0.25740373	0.25978425	0.2578233	0.25949824	0.26597667	0.25768626	0.26882485	0.24829935	0.2392493	0.24046294	0.25529146	0.23802023	0.23886052	0.2475697
PI152651	0.18102369	0.16214354	0.15977147	0.17092109	0.18005985	0.26848412	0.0	0.20919345	0.21541364	0.24740747	0.19448197	0.1857887	0.21453336	0.21218342	0.2062599	0.20030992	0.22035639	0.20348434	0.2885906	0.22412135	0.21202041	0.23175871	0.1912613	0.18939964	0.18586	0.2097236	0.19295815	0.22591832	0.20432188	0.21058436	0.16964726	0.21599473	0.17927423	0.19971661	0.20024486	0.1574592	0.19234337	0.2138881	0.21484509	0.21643518	0.18894127	0.17582731	0.16759253	0.16535892	0.20655996	0.19023947	0.2274091	0.19945142	0.20922957	0.19037832	0.23932542	0.2742442	0.19964282	0.2148424	0.19998205	0.2786809	0.22667612	0.20436019	0.18501297	0.18808255	0.2053359	0.19044691	0.19069171	0.18805183	0.21015923	0.22465512	0.18560329	0.21175891	0.27020255	0.1860812	0.17770576	0.20987439	0.17209916	0.2049629	0.17167386	0.17114066	0.23432878	0.21599677	0.17957768	0.19048761	0.18326746	0.24302013	0.22649466	0.20121026	0.20398574	0.21264383	0.26552325	0.21428126	0.22203091	0.24729916	0.21507968	0.20844713	0.21835956	0.3035827	0.21245137	0.20314834	0.23547888	0.23581216	0.2179393	0.20702845	0.21849698	0.21845037	0.21280205	0.19547333	0.18318348	0.23670682	0.21626805	0.2167386	0.20428307	0.23515113	0.20317735	0.19931935	0.23303118	0.20432797	0.18809146	0.20468591	0.32878074	0.20167427	0.18372424	0.18781337	0.19185986	0.18093464	0.180809	0.17219438	0.17859173	0.16947442	0.3363087	0.19170938	0.21801896	0.19322465	0.18041912	0.21689358	0.24037762	0.19974594	0.17286922	0.19699305	0.1981384	0.17304651	0.20717064	0.21401787	0.21075633	0.22183965	0.2179358	0.4453311	0.21233213	0.24082978	0.21456206	0.23424919	0.24571174	0.23059382	0.21083948	0.23418476	0.21319617	0.20883931	0.22362204	0.23310654	0.21560645	0.21753542	0.20807454	0.214533	0.21767424	0.22213267	0.21594802	0.19255975	0.20720808	0.208745	0.19776306	0.18669774	0.25813502	0.27459562	0.17881127	0.21790984	0.20010433	0.20263228	0.2166229	0.2255927	0.22922683	0.1905032	0.2075718	0.18751897	0.23500912	0.19083081	0.19451389	0.19673102	0.20617379	0.19595033	0.19269003	0.18761161	0.19742833	0.19417147	0.20301491	0.19395809	0.18881056	0.19241548	0.19317469	0.179221	0.20524538	0.19507004	0.19352406	0.18636425	0.18856867	0.19865279	0.1928328	0.23235829	0.2181253	0.22578509	0.19834732	0.1947066	0.20381972	0.21839593	0.18895441	0.17954384	0.20401263	0.2327385	0.1900088	0.20110394	0.20158425
PI152694	0.17631845	0.18638675	0.1796663	0.19837578	0.19666055	0.24559036	0.20919345	0.0	0.17526016	0.16512914	0.14539231	0.17406015	0.15377612	0.15532885	0.14945894	0.14230467	0.15628651	0.14763696	0.23020938	0.18406782	0.15591076	0.16970131	0.2161255	0.15098841	0.1765086	0.15769891	0.18587174	0.20948765	0.14712654	0.17951055	0.17033188	0.17374498	0.1382685	0.15046303	0.15349571	0.17379928	0.20421678	0.17987353	0.18274046	0.18277644	0.15887244	0.19645989	0.19246016	0.18755248	0.18201937	0.19885004	0.16571967	0.15889645	0.15868428	0.17177603	0.16173656	0.1788249	0.16715457	0.17183556	0.16578704	0.16739647	0.22956951	0.14681986	0.15760545	0.15904406	0.17374308	0.1637885	0.16202869	0.15920597	0.15759958	0.18553053	0.15888089	0.17748082	0.22080629	0.1584276	0.15048638	0.17760867	0.14598604	0.17177162	0.14794473	0.14597763	0.20707305	0.177629	0.15159248	0.1639276	0.15477394	0.21421759	0.21070471	0.16801009	0.1732392	0.17958607	0.22592828	0.16395478	0.19089822	0.20641495	0.17874552	0.1781784	0.18484484	0.23717271	0.17929335	0.16875592	0.20284049	0.19065103	0.18471473	0.17320569	0.19608338	0.182149	0.1789368	0.1773233	0.15765543	0.19736919	0.17466156	0.17430358	0.17376468	0.1920878	0.16888012	0.15386833	0.17481902	0.19179161	0.17139931	0.18957268	0.40619636	0.15590906	0.14304781	0.16001956	0.1982347	0.18600462	0.19147667	0.18554422	0.19094671	0.19345914	0.31656834	0.15912172	0.18074879	0.16227823	0.15626161	0.1779343	0.1991586	0.16936794	0.14611545	0.16378875	0.16443473	0.1480557	0.1826805	0.18229559	0.17853889	0.18000895	0.17766061	0.45247918	0.22932962	0.24323638	0.20085193	0.20349482	0.22864275	0.19932362	0.1737493	0.17680869	0.1752215	0.16955048	0.18502513	0.18657246	0.17659746	0.17528623	0.16889076	0.17979641	0.17433387	0.18043214	0.17882997	0.15677752	0.17007507	0.17735435	0.16622914	0.1572827	0.21926442	0.21661212	0.15325858	0.18310176	0.16832112	0.15118192	0.18015417	0.17439052	0.19023684	0.16298783	0.17578718	0.14901012	0.1950572	0.15782413	0.15944569	0.17297533	0.17065561	0.2042525	0.20793542	0.17643154	0.16595933	0.16420457	0.21317752	0.2036864	0.19876945	0.20277952	0.20181997	0.18113402	0.201106	0.190312	0.21420589	0.20464778	0.20538865	0.19695108	0.21558964	0.16911699	0.18765084	0.18211605	0.19333686	0.21043026	0.18023291	0.19754796	0.1674179	0.1557579	0.15806207	0.15857169	0.14346944	0.15693088	0.17427069
PI152727	0.18811993	0.18335274	0.17964356	0.20103963	0.1961407	0.25435752	0.21541364	0.17526016	0.0	0.20075193	0.16370547	0.18289867	0.17797774	0.17751724	0.17251821	0.16383174	0.18442672	0.17049366	0.26047072	0.20625474	0.18343784	0.20256601	0.22361954	0.17285503	0.18627998	0.18314031	0.1937577	0.22155768	0.17140259	0.20341137	0.17097495	0.19644189	0.15175949	0.17063792	0.1760503	0.17238079	0.2131884	0.19348693	0.19495413	0.19586624	0.16557021	0.19814059	0.18865599	0.18921466	0.19598459	0.20792584	0.19635855	0.16955307	0.18071432	0.1897058	0.18697686	0.21717861	0.17515	0.17826603	0.17441136	0.19152649	0.23371524	0.1674068	0.16444549	0.15822144	0.18739308	0.1696391	0.16089006	0.15694249	0.18513606	0.19462481	0.16479318	0.1927981	0.24332452	0.15679024	0.14768265	0.18007094	0.14312628	0.17567067	0.14272629	0.14264612	0.19757265	0.18541956	0.14719416	0.15895316	0.1511524	0.20413326	0.2060863	0.17082034	0.17352541	0.18363005	0.22759634	0.18995854	0.2012424	0.22829032	0.19135956	0.1890097	0.19921924	0.25702298	0.19231035	0.17579436	0.20877662	0.21378992	0.18494585	0.17344274	0.1954297	0.18944418	0.18208349	0.17972384	0.16510086	0.21798311	0.193613	0.18654764	0.17995556	0.21798798	0.17603016	0.16762333	0.20787165	0.20266946	0.18213744	0.20365474	0.38308862	0.18262614	0.16440251	0.15876557	0.20249613	0.19510451	0.19214895	0.1900797	0.197341	0.19520427	0.33195722	0.16627857	0.19591105	0.16776028	0.16232257	0.19193824	0.21354342	0.17763248	0.1492681	0.16981407	0.17007446	0.15065506	0.19155459	0.1936736	0.19295566	0.19407107	0.19095436	0.4549598	0.22925268	0.24469076	0.20670268	0.22594543	0.23927674	0.22319818	0.18870197	0.20564649	0.18964465	0.18429065	0.201614	0.20932019	0.19703622	0.19540404	0.17848937	0.19473796	0.19294132	0.19633403	0.1947851	0.16666108	0.18161312	0.19046003	0.17385143	0.16527471	0.22511345	0.23470522	0.15677795	0.20314266	0.17799214	0.17244507	0.19372891	0.19637567	0.2018976	0.1780395	0.18999738	0.16502215	0.20096369	0.16900846	0.16655757	0.18362151	0.17827795	0.21062917	0.21955863	0.19266735	0.17875195	0.1767867	0.22782448	0.216262	0.21079253	0.20876092	0.20990223	0.18526287	0.20748524	0.20370422	0.2211305	0.21377149	0.2144119	0.20847405	0.22007056	0.20370229	0.20145191	0.19908275	0.21369116	0.22222604	0.20364173	0.21535051	0.17370471	0.16167179	0.17636241	0.18703435	0.16317298	0.17467766	0.18141796
PI152733	0.193669	0.2008482	0.20236726	0.21807835	0.21837059	0.25386074	0.24740747	0.16512914	0.20075193	0.0	0.15426612	0.17756838	0.16312858	0.1701278	0.16171958	0.15155381	0.16648714	0.1645806	0.23839416	0.19514447	0.16607055	0.18310042	0.24359669	0.16320884	0.18416142	0.16846341	0.19804335	0.22366221	0.15319347	0.19541009	0.20314473	0.18740615	0.13836499	0.16252002	0.17579268	0.18808903	0.22963446	0.1968003	0.19749624	0.19961005	0.17024271	0.22526333	0.23098397	0.20610347	0.1997431	0.22359389	0.19571607	0.17885655	0.17546055	0.17668222	0.16948022	0.18828349	0.17251639	0.17628936	0.18245925	0.16912152	0.25322783	0.15324733	0.16784762	0.17994274	0.1918801	0.17733125	0.17577206	0.17347382	0.17585966	0.19804955	0.17109613	0.19617549	0.22057833	0.17143421	0.16568159	0.19683278	0.15841533	0.19228947	0.1584282	0.15780249	0.21480337	0.20563504	0.16415882	0.18011633	0.16949639	0.232836	0.2380203	0.18504885	0.19139768	0.20433538	0.22916202	0.18707652	0.20341235	0.22848538	0.19961685	0.19586211	0.20396695	0.2377976	0.1961232	0.18487808	0.21111695	0.22283763	0.2005835	0.19223227	0.22355045	0.19985105	0.2038215	0.19217823	0.17032658	0.2132481	0.1975593	0.18956794	0.17521222	0.19276805	0.17170662	0.15548642	0.19866785	0.21768658	0.19360337	0.19821009	0.43514743	0.18377233	0.16628146	0.17361817	0.20703101	0.20140593	0.21549284	0.20245023	0.20980862	0.21956427	0.32623965	0.16931547	0.19077852	0.16871202	0.16656849	0.1865724	0.20394418	0.18000554	0.15180013	0.17029454	0.17053501	0.15037052	0.1935744	0.20292516	0.1957183	0.19095862	0.1865637	0.4487359	0.23761171	0.24610151	0.21357094	0.22246604	0.22827557	0.20499782	0.17903462	0.19352473	0.18800023	0.1800922	0.19636911	0.21254006	0.19154644	0.18960036	0.18162186	0.18449561	0.18806171	0.18943474	0.19286397	0.16144973	0.1766012	0.19185592	0.17053092	0.16332778	0.2096512	0.2318989	0.15693313	0.19655001	0.17648475	0.17134555	0.18945405	0.19319622	0.21012576	0.17424598	0.195052	0.16055205	0.19627237	0.16319053	0.1675375	0.18736537	0.17848748	0.22357781	0.23118958	0.18570367	0.17606986	0.17139554	0.251398	0.22956346	0.21084262	0.22944915	0.21704453	0.17994907	0.21771942	0.2090446	0.2519628	0.23983106	0.24638098	0.21760935	0.25312448	0.18262452	0.2037321	0.19098392	0.21260113	0.23322764	0.19222024	0.21383214	0.18799205	0.15981883	0.17197816	0.1601859	0.15888996	0.16861877	0.17956081
