date	sitename	cultivar	canopy_height	day_of_year	temp_min	temp_max	temp_mean	gdd	rh_min	rh_max	rh_mean	vpd_mean	precip	precip_cumulative	first_water_deficit_treatment	second_water_deficit_treatment
54	2016-08-16	Ashland Bottoms KSU 2016 Season Range 29 Pass 8	PI267573	288	229	17.4	32.8	25.1	1029	49	95.7	71.4	1.13	0	236.23	False	False
55	2016-08-16	Ashland Bottoms KSU 2016 Season Range 26 Pass 25	PI257599	249	229	17.4	32.8	25.1	1029	49	95.7	71.4	1.13	0	236.23	False	False
56	2016-08-11	Ashland Bottoms KSU 2016 Season Range 31 Pass 7	PI620072	222	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
57	2016-08-11	Ashland Bottoms KSU 2016 Season Range 35 Pass 4	PI585961	167	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
58	2016-08-11	Ashland Bottoms KSU 2016 Season Range 29 Pass 26	PI570071	156	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
59	2016-08-11	Ashland Bottoms KSU 2016 Season Range 32 Pass 12	PI570042	150	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
60	2016-08-11	Ashland Bottoms KSU 2016 Season Range 27 Pass 17	PI569886	190	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
61	2016-08-11	Ashland Bottoms KSU 2016 Season Range 33 Pass 25	PI521152	267	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
62	2016-08-11	Ashland Bottoms KSU 2016 Season Range 34 Pass 16	PI511355	252	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
63	2016-08-11	Ashland Bottoms KSU 2016 Season Range 25 Pass 25	PI330833	182	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
64	2016-08-11	Ashland Bottoms KSU 2016 Season Range 25 Pass 26	PI329864	224	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
65	2016-08-11	Ashland Bottoms KSU 2016 Season Range 31 Pass 8	PI329710	224	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
66	2016-08-11	Ashland Bottoms KSU 2016 Season Range 32 Pass 11	PI329673	174	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
67	2016-08-11	Ashland Bottoms KSU 2016 Season Range 33 Pass 23	PI329646	176	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
68	2016-08-11	Ashland Bottoms KSU 2016 Season Range 28 Pass 6	PI329644	172	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
69	2016-08-11	Ashland Bottoms KSU 2016 Season Range 31 Pass 5	PI329465	214	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
70	2016-08-11	Ashland Bottoms KSU 2016 Season Range 28 Pass 19	PI329256	279	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
71	2016-08-11	Ashland Bottoms KSU 2016 Season Range 27 Pass 6	PI303658	232	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
72	2016-08-04	Ashland Bottoms KSU 2016 Season Range 35 Pass 22	PI646242	176	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
73	2016-08-11	Ashland Bottoms KSU 2016 Season Range 32 Pass 22	PI563032	185	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
74	2016-08-11	Ashland Bottoms KSU 2016 Season Range 31 Pass 19	PI562997	157	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
75	2016-08-04	Ashland Bottoms KSU 2016 Season Range 33 Pass 25	PI521152	219	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
76	2016-08-11	Ashland Bottoms KSU 2016 Season Range 30 Pass 11	PI152923	198	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
77	2016-08-11	Ashland Bottoms KSU 2016 Season Range 34 Pass 21	PI152860	264	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
78	2016-08-11	Ashland Bottoms KSU 2016 Season Range 31 Pass 24	PI152727	198	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
79	2016-08-04	Ashland Bottoms KSU 2016 Season Range 34 Pass 16	PI511355	207	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
80	2016-08-04	Ashland Bottoms KSU 2016 Season Range 28 Pass 19	PI329256	235	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
81	2016-08-04	Ashland Bottoms KSU 2016 Season Range 27 Pass 6	PI303658	191	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
82	2016-08-04	Ashland Bottoms KSU 2016 Season Range 30 Pass 23	PI167093	188	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
83	2016-08-04	Ashland Bottoms KSU 2016 Season Range 34 Pass 17	PI155516	159	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
84	2016-08-04	Ashland Bottoms KSU 2016 Season Range 30 Pass 24	PI453696	189	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
85	2016-08-04	Ashland Bottoms KSU 2016 Season Range 32 Pass 18	PI337689	216	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
86	2016-08-04	Ashland Bottoms KSU 2016 Season Range 25 Pass 26	PI329864	189	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
87	2016-08-04	Ashland Bottoms KSU 2016 Season Range 31 Pass 8	PI329710	193	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
88	2016-08-04	Ashland Bottoms KSU 2016 Season Range 16 Pass 21	PI329702	157	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
89	2016-08-04	Ashland Bottoms KSU 2016 Season Range 32 Pass 11	PI329673	144	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
90	2016-08-04	Ashland Bottoms KSU 2016 Season Range 20 Pass 19	PI329673	131	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
91	2016-07-15	Ashland Bottoms KSU 2016 Season Range 31 Pass 24	PI152727	36.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
92	2016-07-15	Ashland Bottoms KSU 2016 Season Range 34 Pass 21	PI152860	56.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
93	2016-07-15	Ashland Bottoms KSU 2016 Season Range 30 Pass 11	PI152923	42	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
94	2016-07-15	Ashland Bottoms KSU 2016 Season Range 35 Pass 3	PI154944	48	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
95	2016-07-15	Ashland Bottoms KSU 2016 Season Range 34 Pass 17	PI155516	50.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
96	2016-07-15	Ashland Bottoms KSU 2016 Season Range 30 Pass 23	PI167093	48.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
97	2016-07-15	Ashland Bottoms KSU 2016 Season Range 3 Pass 4	PI154988	37.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
98	2016-07-15	Ashland Bottoms KSU 2016 Season Range 4 Pass 18	PI154988	41.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
99	2016-07-15	Ashland Bottoms KSU 2016 Season Range 23 Pass 3	PI155516	59	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
100	2016-07-15	Ashland Bottoms KSU 2016 Season Range 10 Pass 23	PI155760	47.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
101	2016-08-04	Ashland Bottoms KSU 2016 Season Range 10 Pass 23	PI155760	233	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
102	2016-07-15	Ashland Bottoms KSU 2016 Season Range 10 Pass 4	PI155760	42.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
103	2016-08-04	Ashland Bottoms KSU 2016 Season Range 10 Pass 4	PI155760	223	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
104	2016-07-15	Ashland Bottoms KSU 2016 Season Range 11 Pass 6	PI144134	48.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
105	2016-07-15	Ashland Bottoms KSU 2016 Season Range 13 Pass 6	PI145626	47.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
106	2016-08-11	Ashland Bottoms KSU 2016 Season Range 13 Pass 6	PI145626	225	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
107	2016-07-15	Ashland Bottoms KSU 2016 Season Range 9 Pass 20	PI145626	43.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
108	2016-08-11	Ashland Bottoms KSU 2016 Season Range 9 Pass 20	PI145626	239	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
109	2016-07-15	Ashland Bottoms KSU 2016 Season Range 9 Pass 8	PI145633	40.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
110	2016-08-11	Ashland Bottoms KSU 2016 Season Range 9 Pass 8	PI145633	247	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
111	2016-07-15	Ashland Bottoms KSU 2016 Season Range 13 Pass 20	PI152651	40.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
112	2016-08-11	Ashland Bottoms KSU 2016 Season Range 13 Pass 20	PI152651	191	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
113	2016-07-15	Ashland Bottoms KSU 2016 Season Range 18 Pass 10	PI152727	40.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
114	2016-08-11	Ashland Bottoms KSU 2016 Season Range 18 Pass 10	PI152727	207	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
115	2016-07-15	Ashland Bottoms KSU 2016 Season Range 7 Pass 12	PI152828	46.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
116	2016-08-11	Ashland Bottoms KSU 2016 Season Range 7 Pass 12	PI152828	206	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
117	2016-07-15	Ashland Bottoms KSU 2016 Season Range 13 Pass 3	PI152862	50.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
118	2016-08-11	Ashland Bottoms KSU 2016 Season Range 13 Pass 3	PI152862	247	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
119	2016-07-15	Ashland Bottoms KSU 2016 Season Range 17 Pass 21	PI152923	43	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
120	2016-08-11	Ashland Bottoms KSU 2016 Season Range 17 Pass 21	PI152923	188	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
121	2016-07-15	Ashland Bottoms KSU 2016 Season Range 8 Pass 10	PI152965	45.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
122	2016-08-11	Ashland Bottoms KSU 2016 Season Range 8 Pass 10	PI152965	194	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
123	2016-07-15	Ashland Bottoms KSU 2016 Season Range 8 Pass 21	PI152965	42.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
124	2016-08-11	Ashland Bottoms KSU 2016 Season Range 8 Pass 21	PI152965	193	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
125	2016-07-15	Ashland Bottoms KSU 2016 Season Range 9 Pass 4	PI152966	46.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
126	2016-08-11	Ashland Bottoms KSU 2016 Season Range 9 Pass 4	PI152966	256	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
127	2016-07-15	Ashland Bottoms KSU 2016 Season Range 12 Pass 11	PI152971	48.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
128	2016-08-11	Ashland Bottoms KSU 2016 Season Range 12 Pass 11	PI152971	227	224	22	36.5	29.25	956	50.4	95.4	69.8	1.52	17.53	234.71	False	False
129	2016-07-15	Ashland Bottoms KSU 2016 Season Range 22 Pass 5	PI154846	42.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
130	2016-07-15	Ashland Bottoms KSU 2016 Season Range 17 Pass 24	PI154944	54	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
131	2016-07-15	Ashland Bottoms KSU 2016 Season Range 24 Pass 7	PI155885	45.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
132	2016-08-04	Ashland Bottoms KSU 2016 Season Range 24 Pass 7	PI155885	197	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
133	2016-07-15	Ashland Bottoms KSU 2016 Season Range 24 Pass 12	PI156217	43	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
134	2016-08-04	Ashland Bottoms KSU 2016 Season Range 24 Pass 12	PI156217	186	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
135	2016-07-15	Ashland Bottoms KSU 2016 Season Range 23 Pass 21	PI156330	43.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
136	2016-08-04	Ashland Bottoms KSU 2016 Season Range 23 Pass 21	PI156330	127	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
137	2016-07-15	Ashland Bottoms KSU 2016 Season Range 25 Pass 7	PI156330	40	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
138	2016-08-04	Ashland Bottoms KSU 2016 Season Range 25 Pass 7	PI156330	139	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
139	2016-07-15	Ashland Bottoms KSU 2016 Season Range 21 Pass 24	PI156463	58.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
140	2016-08-04	Ashland Bottoms KSU 2016 Season Range 21 Pass 24	PI156463	173	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
141	2016-07-15	Ashland Bottoms KSU 2016 Season Range 18 Pass 26	PI156487	50.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
142	2016-08-04	Ashland Bottoms KSU 2016 Season Range 18 Pass 26	PI156487	191	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
143	2016-07-15	Ashland Bottoms KSU 2016 Season Range 25 Pass 13	PI156487	43.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
144	2016-08-04	Ashland Bottoms KSU 2016 Season Range 25 Pass 13	PI156487	193	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
145	2016-07-15	Ashland Bottoms KSU 2016 Season Range 19 Pass 9	PI157035	48.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
146	2016-08-04	Ashland Bottoms KSU 2016 Season Range 19 Pass 9	PI157035	181	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
147	2016-07-15	Ashland Bottoms KSU 2016 Season Range 10 Pass 19	PI157804	54.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
148	2016-08-04	Ashland Bottoms KSU 2016 Season Range 10 Pass 19	PI157804	263	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
149	2016-07-15	Ashland Bottoms KSU 2016 Season Range 14 Pass 6	PI157804	47.7	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
150	2016-08-04	Ashland Bottoms KSU 2016 Season Range 14 Pass 6	PI157804	225	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
151	2016-07-15	Ashland Bottoms KSU 2016 Season Range 23 Pass 13	PI167093	49.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
152	2016-08-04	Ashland Bottoms KSU 2016 Season Range 23 Pass 13	PI167093	187	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
153	2016-07-15	Ashland Bottoms KSU 2016 Season Range 12 Pass 12	PI170787	42.3	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
154	2016-08-04	Ashland Bottoms KSU 2016 Season Range 12 Pass 12	PI170787	202	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
155	2016-07-15	Ashland Bottoms KSU 2016 Season Range 10 Pass 12	PI175919	42	197	17.8	28.5	23.15	488	58.9	98.1	78.8	0.67	0	139.2	False	False
156	2016-08-04	Ashland Bottoms KSU 2016 Season Range 10 Pass 12	PI175919	199	217	25.9	37.1	31.5	849	42.8	83.6	60.7	1.95	0	182.89	False	False
